Unnamed: 0,Work Location,Registration ID,Country,Region,Year,Origin_Latitude,Origin_Longitude,Local Attendee,Conference Location,Destination_Latitude,Destination_Longitude,Travel Distance (round trip km),Travel CO2 (tonnes),Average Travel,Travel Cost (USD)
299,La Serena  Chile,300,Chile,Other Americas,2020,-29.902631,-71.2520253,0,"Madison, Wisconsin",43.074761,-89.3837613,16646.450254923864,2.5651694511720695,0,1747.8772767670057
300,Flagstaff AZ USA,301,USA,USA,2020,35.19875220000001,-111.6518229,0,"Madison, Wisconsin",43.074761,-89.3837613,4204.544294280609,0.7546852861284487,0,504.54531531367314
301,Milwaukee WI USA,302,USA,USA,2020,43.0349931,-87.92249699999999,0,"Madison, Wisconsin",43.074761,-89.3837613,237.6178482140472,0.193007896358471,0,45.62262685709707
302,Greenbelt MD USA,303,USA,USA,2020,39.004607,-76.8756838,0,"Madison, Wisconsin",43.074761,-89.3837613,2282.0367426028797,0.4629627300467953,0,438.1510545797529
303,Westfield MA USA,304,USA,USA,2020,42.1390327,-72.75848590000001,0,"Madison, Wisconsin",43.074761,-89.3837613,2724.726922591196,0.5214176554254447,0,523.1475691375097
304,College Park MD USA,305,USA,USA,2020,38.980666,-76.9369189,0,"Madison, Wisconsin",43.074761,-89.3837613,2275.101323509585,0.4620469441904682,0,436.8194541138404
305,Santa Cruz CA USA,306,USA,USA,2020,37.050096,-121.9905908,0,"Madison, Wisconsin",43.074761,-89.3837613,5670.785952290073,0.9674022257438403,0,680.4943142748087
306,Tucson AZ USA,307,USA,USA,2020,32.2228765,-110.9748477,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.515287016105,0.7989375335906527,0,537.9018344419326
307,Urbana IL USA,308,USA,USA,2020,40.1117174,-88.207301,0,"Madison, Wisconsin",43.074761,-89.3837613,687.3678802315058,0.2523950383125112,0,131.97463300444912
308,Unknown,309,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
309,Unknown,310,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
310,Milwaukee WI USA,311,USA,USA,2020,43.0349931,-87.92249699999999,0,"Madison, Wisconsin",43.074761,-89.3837613,237.6178482140472,0.193007896358471,0,45.62262685709707
311,Baltimore MD USA,312,USA,USA,2020,39.2847494,-76.62047463969989,0,"Madison, Wisconsin",43.074761,-89.3837613,2293.6142511822018,0.46449147956659,0,440.3739362269827
312,University Park PA USA,313,USA,USA,2020,34.36535545,-89.53490829544245,0,"Madison, Wisconsin",43.074761,-89.3837613,1937.0626980709962,0.4174107098253068,0,371.91603802963124
313,Houston TX USA,314,USA,USA,2020,29.7589382,-95.36769740000001,0,"Madison, Wisconsin",43.074761,-89.3837613,3146.7698821412996,0.5862903950481502,0,604.1798173711295
314,Boulder CO USA,315,USA,USA,2020,40.102554999999995,-105.36320790000002,0,"Madison, Wisconsin",43.074761,-89.3837613,2734.1818130212628,0.5226661243085075,0,524.9629081000825
315,Madison WI USA,316,USA,USA,2020,43.074760999999995,-89.3837613,1,"Madison, Wisconsin",43.074761,-89.3837613,7.073240881894094e-13,0.0,0,0.0
316,Long Beach CA USA,317,USA,USA,2020,33.7690164,-118.1916048,0,"Madison, Wisconsin",43.074761,-89.3837613,5395.1961359258585,0.9300158297312406,0,647.423536311103
317,Charleston SC USA,318,USA,USA,2020,32.7876012,-79.9402728,0,"Madison, Wisconsin",43.074761,-89.3837613,2820.3905614077103,0.5343316696951339,0,541.5149877902804
318,San Diego CA USA,319,USA,USA,2020,32.7174209,-117.16277140000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5358.260397570386,0.9250153147894012,0,642.9912477084463
319,Unknown,320,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
320,London  United Kingdom,321,United Kingdom,Europe,2020,51.5073219,-0.1276474,0,"Madison, Wisconsin",43.074761,-89.3837613,12739.919646710425,1.9721479562978017,0,1337.6915629045948
321,Seoul SP South Korea,322,South Korea,Asia,2020,37.5666791,126.97829140000002,0,"Madison, Wisconsin",43.074761,-89.3837613,20650.87188565265,3.2009648530040624,0,1889.5547775372174
322,Bulach  Switzerland,323,Switzerland,Europe,2020,47.5172321,8.5407118,0,"Madison, Wisconsin",43.074761,-89.3837613,14271.528666337872,2.2014450405416204,0,1498.5105099654768
323,Tel Aviv  Israel,324,Israel,Middle East,2020,32.080480800000004,34.7805274,0,"Madison, Wisconsin",43.074761,-89.3837613,19822.001012497516,3.0670429585866983,0,1813.7130926435227
324,Madison WI USA,325,USA,USA,2020,43.074760999999995,-89.3837613,1,"Madison, Wisconsin",43.074761,-89.3837613,7.073240881894094e-13,0.0,0,0.0
325,Unknown,326,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
326,Unknown,327,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
327,Madison WI USA,328,USA,USA,2020,43.074760999999995,-89.3837613,1,"Madison, Wisconsin",43.074761,-89.3837613,7.073240881894094e-13,0.0,0,0.0
328,Kailua HI USA,329,USA,USA,2020,21.394833,-157.7298913466187,0,"Madison, Wisconsin",43.074761,-89.3837613,13341.915917100472,2.061779665097442,0,1400.9011712955496
329,Sugar Creek MO USA,330,USA,USA,2020,39.1399165,-94.40303431420514,0,"Madison, Wisconsin",43.074761,-89.3837613,1213.269940369343,0.32183765771429385,0,232.94782855091384
330,Madison WI USA,331,USA,USA,2020,43.074760999999995,-89.3837613,1,"Madison, Wisconsin",43.074761,-89.3837613,7.073240881894094e-13,0.0,0,0.0
331,Tolland CT USA,332,USA,USA,2020,34.759799,-82.262422,0,"Madison, Wisconsin",43.074761,-89.3837613,2220.1602646034307,0.45479226440816983,0,426.2707708038587
332,Phoenix AZ USA,333,USA,USA,2020,33.448436699999995,-112.07414170000001,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.9041756544875,0.7989994436341848,0,537.9485010785386
333,Tucson AZ USA,334,USA,USA,2020,32.2228765,-110.9748477,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.515287016105,0.7989375335906527,0,537.9018344419326
334,Yokohama Kanagawa Japan,335,Japan,Asia,2020,35.444990999999995,139.636768,0,"Madison, Wisconsin",43.074761,-89.3837613,19941.132951977022,3.0862167788808956,0,1824.6136651058976
335,EPPING NSW Australia,336,Australia,Oceania,2020,-33.771854600000005,151.07453669999998,0,"Madison, Wisconsin",43.074761,-89.3837613,29526.275022122314,4.71086983714661,0,2701.654164524192
336,Tucson AZ USA,337,USA,USA,2020,32.2228765,-110.9748477,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.515287016105,0.7989375335906527,0,537.9018344419326
337,Tucson AZ USA,338,USA,USA,2020,32.2228765,-110.9748477,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.515287016105,0.7989375335906527,0,537.9018344419326
338,New Bedford MA USA,339,USA,USA,2020,41.6362152,-70.934205,0,"Madison, Wisconsin",43.074761,-89.3837613,3042.641410949284,0.5697134176099512,0,584.1871509022626
339,Kansas City MO USA,340,USA,USA,2020,39.100105,-94.5781416,0,"Madison, Wisconsin",43.074761,-89.3837613,1240.2264772933083,0.3253971275773905,0,238.1234836403152
340,Daejeon  South Korea,341,South Korea,Asia,2020,36.3496,127.3848,0,"Madison, Wisconsin",43.074761,-89.3837613,20862.979400859695,3.235429935892595,0,1908.962615178662
341,Hilo HI USA,342,USA,USA,2020,19.707373399999998,-155.0815803,0,"Madison, Wisconsin",43.074761,-89.3837613,13146.606116333267,2.0326298421075,0,1380.3936422149932
342,Bridgewater MA USA,343,USA,USA,2020,41.9903787,-70.9750426,0,"Madison, Wisconsin",43.074761,-89.3837613,3020.304611542025,0.5661574581727584,0,579.8984854160689
343,Daejeon Yueseong South Korea,344,South Korea,Asia,2020,36.36525335,127.32510742291792,0,"Madison, Wisconsin",43.074761,-89.3837613,20864.53140654361,3.235682411530996,0,1909.1046236987404
344,Cambridge MA USA,345,USA,USA,2020,42.3750997,-71.1056157,0,"Madison, Wisconsin",43.074761,-89.3837613,2984.275149426529,0.5604216630173906,0,572.9808286898937
345,Arlington MA USA,346,USA,USA,2020,42.4153739,-71.1564428,0,"Madison, Wisconsin",43.074761,-89.3837613,2974.616112923571,0.5588839699316157,0,571.1262936813256
346,Cambridge MA USA,347,USA,USA,2020,42.3750997,-71.1056157,0,"Madison, Wisconsin",43.074761,-89.3837613,2984.275149426529,0.5604216630173906,0,572.9808286898937
347,Cambridge MA USA,348,USA,USA,2020,42.3750997,-71.1056157,0,"Madison, Wisconsin",43.074761,-89.3837613,2984.275149426529,0.5604216630173906,0,572.9808286898937
348,Cambridge MA USA,349,USA,USA,2020,42.3750997,-71.1056157,0,"Madison, Wisconsin",43.074761,-89.3837613,2984.275149426529,0.5604216630173906,0,572.9808286898937
349,La Serena Coquimbo Chile,350,Chile,Other Americas,2020,-29.902631,-71.2520253,0,"Madison, Wisconsin",43.074761,-89.3837613,16646.450254923864,2.5651694511720695,0,1747.8772767670057
350,La Serena  Chile,351,Chile,Other Americas,2020,-29.902631,-71.2520253,0,"Madison, Wisconsin",43.074761,-89.3837613,16646.450254923864,2.5651694511720695,0,1747.8772767670057
351,Cambridge MA USA,352,USA,USA,2020,42.3750997,-71.1056157,0,"Madison, Wisconsin",43.074761,-89.3837613,2984.275149426529,0.5604216630173906,0,572.9808286898937
352,Belmont MA USA,353,USA,USA,2020,42.3959296,-71.17866550000001,0,"Madison, Wisconsin",43.074761,-89.3837613,2971.692419918464,0.558418525731513,0,570.5649446243451
353,Albuquerque NM USA,354,USA,USA,2020,35.0841034,-106.6509851,0,"Madison, Wisconsin",43.074761,-89.3837613,3460.3543713224394,0.6362122170303351,0,664.3880392939084
354,Tampa FL USA,355,USA,USA,2020,27.947759499999997,-82.458444,0,"Madison, Wisconsin",43.074761,-89.3837613,3586.7806504679133,0.6563389465693228,0,688.6618848898394
355,Greenbelt MD USA,356,USA,USA,2020,39.004607,-76.8756838,0,"Madison, Wisconsin",43.074761,-89.3837613,2282.0367426028797,0.4629627300467953,0,438.1510545797529
356,Mountain View CA USA,357,USA,USA,2020,37.3893889,-122.0832101,0,"Madison, Wisconsin",43.074761,-89.3837613,5655.663814888931,0.9653472923827782,0,678.6796577866716
357,Hilo HI USA,358,USA,USA,2020,19.707373399999998,-155.0815803,0,"Madison, Wisconsin",43.074761,-89.3837613,13146.606116333267,2.0326298421075,0,1380.3936422149932
358,Tucson AZ USA,359,USA,USA,2020,32.2228765,-110.9748477,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.515287016105,0.7989375335906527,0,537.9018344419326
359,Tucson AZ USA,360,USA,USA,2020,32.2228765,-110.9748477,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.515287016105,0.7989375335906527,0,537.9018344419326
360,Baltimore MD USA,361,USA,USA,2020,39.2847494,-76.62047463969989,0,"Madison, Wisconsin",43.074761,-89.3837613,2293.6142511822018,0.46449147956659,0,440.3739362269827
361,Kansas City MO USA,362,USA,USA,2020,39.100105,-94.5781416,0,"Madison, Wisconsin",43.074761,-89.3837613,1240.2264772933083,0.3253971275773905,0,238.1234836403152
362,Alexandria VA USA,363,USA,USA,2020,33.723761700000004,-116.26732369999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5097.0823334591905,0.8897245417897209,0,611.6498800151029
363,Alexandria VA USA,364,USA,USA,2020,33.723761700000004,-116.26732369999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5097.0823334591905,0.8897245417897209,0,611.6498800151029
364,Baltimore MD USA,365,USA,USA,2020,39.2847494,-76.62047463969989,0,"Madison, Wisconsin",43.074761,-89.3837613,2293.6142511822018,0.46449147956659,0,440.3739362269827
365,Boulder CO USA,366,USA,USA,2020,40.102554999999995,-105.36320790000002,0,"Madison, Wisconsin",43.074761,-89.3837613,2734.1818130212628,0.5226661243085075,0,524.9629081000825
366,Laguna Niguel CA USA,367,USA,USA,2020,33.5225261,-117.70755259999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5347.245209413558,0.9235244978999911,0,641.6694251296269
367,Princeton NJ USA,368,USA,USA,2020,40.3492744,-74.6592958,0,"Madison, Wisconsin",43.074761,-89.3837613,2514.8337475833187,0.4937023582781326,0,482.8480795359972
368,Los Angeles California USA,369,USA,USA,2020,34.0536909,-118.2427666,0,"Madison, Wisconsin",43.074761,-89.3837613,5370.918233302182,0.9267287148178325,0,644.5101879962618
369,Ithaca NY USA,370,USA,USA,2020,42.4396039,-76.49680190000001,0,"Madison, Wisconsin",43.074761,-89.3837613,2106.927785012525,0.4398405070750831,0,404.5301347224048
370,Saint Louis MO USA,371,USA,USA,2020,38.6264178,-90.1998378,0,"Madison, Wisconsin",43.074761,-89.3837613,998.7320904933782,0.29350905551732076,0,191.75656137472862
371,Valley Center KS USA,372,USA,USA,2020,37.8347342,-97.37337590000001,0,"Madison, Wisconsin",43.074761,-89.3837613,1783.4293685444832,0.3971242313373883,0,342.4184387605408
372,Silver Spring MD USA,373,USA,USA,2020,38.9959461,-77.02762309999999,0,"Madison, Wisconsin",43.074761,-89.3837613,2259.6316521691915,0.46000425491315283,0,433.8492772164848
373,Portland OR USA,374,USA,USA,2020,45.5202471,-122.6741949,0,"Madison, Wisconsin",43.074761,-89.3837613,5288.399924404722,0.9155638854844765,0,634.6079909285666
374,Tucson AZ USA,375,USA,USA,2020,32.2228765,-110.9748477,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.515287016105,0.7989375335906527,0,537.9018344419326
375,Pasadena CA USA,376,USA,USA,2020,34.14764520000001,-118.14447790000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5344.7305889170175,0.9231841942727576,0,641.3676706700421
376,Rancho Palos Verdes CA USA,377,USA,USA,2020,33.7483311,-118.3707683,0,"Madison, Wisconsin",43.074761,-89.3837613,5425.950977420331,0.9341813833626632,0,651.1141172904397
377,Pasadena CA USA,378,USA,USA,2020,34.14764520000001,-118.14447790000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5344.7305889170175,0.9231841942727576,0,641.3676706700421
378,Annandale-on-Hudson NY USA,379,USA,USA,2020,42.0128695,-73.9081901,0,"Madison, Wisconsin",43.074761,-89.3837613,2542.9703768986765,0.4974176531759761,0,488.2503123645459
379,Tucson AZ USA,380,USA,USA,2020,32.2228765,-110.9748477,0,"Madison, Wisconsin",43.074761,-89.3837613,4482.515287016105,0.7989375335906527,0,537.9018344419326
380,Alexandria VA USA,381,USA,USA,2020,33.723761700000004,-116.26732369999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5097.0823334591905,0.8897245417897209,0,611.6498800151029
381,Columbus OH USA,382,USA,USA,2020,39.9622601,-83.00070649999999,0,"Madison, Wisconsin",43.074761,-89.3837613,1267.8143890352371,0.3290399671865044,0,243.42036269476554
382,Alexandria VA USA,383,USA,USA,2020,33.723761700000004,-116.26732369999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5097.0823334591905,0.8897245417897209,0,611.6498800151029
383,Pasadena CA USA,384,USA,USA,2020,34.14764520000001,-118.14447790000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5344.7305889170175,0.9231841942727576,0,641.3676706700421
384,Pasadena CA USA,385,USA,USA,2020,34.14764520000001,-118.14447790000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5344.7305889170175,0.9231841942727576,0,641.3676706700421
385,Unknown,386,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
386,Melbourne FL USA,387,USA,USA,2020,28.0836269,-80.6081089,0,"Madison, Wisconsin",43.074761,-89.3837613,3687.267739701389,0.6723362256226364,0,707.9554060226667
387,Madison AL USA,388,USA,USA,2020,44.038964899999996,-123.1033988,0,"Madison, Wisconsin",43.074761,-89.3837613,5400.570646901078,0.930743653905996,0,648.0684776281295
388,Alexandria VA USA,389,USA,USA,2020,33.723761700000004,-116.26732369999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5097.0823334591905,0.8897245417897209,0,611.6498800151029
389,Alexandria VA USA,390,USA,USA,2020,33.723761700000004,-116.26732369999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5097.0823334591905,0.8897245417897209,0,611.6498800151029
390,New York NY USA,391,USA,USA,2020,40.7127281,-74.0060152,0,"Madison, Wisconsin",43.074761,-89.3837613,2595.369229652019,0.5043366479178614,0,498.31089209318765
391,Fremont CA USA,392,USA,USA,2020,37.548269700000006,-121.98857190000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5626.446870508875,0.9613781701373124,0,675.1736244610651
392,San Jose CA USA,393,USA,USA,2020,37.3361905,-121.89058329999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5629.065446658812,0.9617338423667424,0,675.4878535990574
393,Los Altos CA USA,394,USA,USA,2020,37.379062899999994,-122.116578,0,"Madison, Wisconsin",43.074761,-89.3837613,5661.987866068881,0.9662066128618475,0,679.4385439282657
394,Mountain View CA USA,395,USA,USA,2020,37.3893889,-122.0832101,0,"Madison, Wisconsin",43.074761,-89.3837613,5655.663814888931,0.9653472923827782,0,678.6796577866716
395,Greenbelt MD USA,396,USA,USA,2020,39.004607,-76.8756838,0,"Madison, Wisconsin",43.074761,-89.3837613,2282.0367426028797,0.4629627300467953,0,438.1510545797529
396,Mount Wilson CA USA,397,USA,USA,2020,34.2238723,-118.06118719999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5322.949713420571,0.9202370543698661,0,638.7539656104686
397,Selinsgrove PA USA,398,USA,USA,2020,40.8062437,-76.86070840000001,0,"Madison, Wisconsin",43.074761,-89.3837613,2129.896229832226,0.4428733702120847,0,408.94007612778734
398,Selinsgrove PA USA,399,USA,USA,2020,40.8062437,-76.86070840000001,0,"Madison, Wisconsin",43.074761,-89.3837613,2129.896229832226,0.4428733702120847,0,408.94007612778734
399,Hastings on Hudson NY USA,400,USA,USA,2020,40.9946622,-73.8785922,0,"Madison, Wisconsin",43.074761,-89.3837613,2598.616682777922,0.5047654571364223,0,498.9344030933611
400,San Jose CA USA,401,USA,USA,2020,37.3361905,-121.89058329999999,0,"Madison, Wisconsin",43.074761,-89.3837613,5629.065446658812,0.9617338423667424,0,675.4878535990574
401,Philadelphia PA USA,402,USA,USA,2020,39.9527237,-75.16352619999999,0,"Madison, Wisconsin",43.074761,-89.3837613,2464.200404292969,0.487016489836716,0,473.12647762425
402,Athens GA USA,403,USA,USA,2020,33.9597677,-83.376398,0,"Madison, Wisconsin",43.074761,-89.3837613,2279.174424472719,0.4625847758922375,0,437.601489498762
403,Daegu Daegu South Korea,404,South Korea,Asia,2020,35.8762935,128.5971004,0,"Madison, Wisconsin",43.074761,-89.3837613,20860.48503940606,3.2350241695322657,0,1908.7343811056544
404,Cambridge  United Kingdom,405,United Kingdom,Europe,2020,52.2034823,0.1235817,0,"Madison, Wisconsin",43.074761,-89.3837613,12693.344858460248,1.965240015602036,0,1332.8012101383263
405,Hamilton ON Canada,406,Canada,Other Americas,2020,43.242528899999996,-79.94704229999999,0,"Madison, Wisconsin",43.074761,-89.3837613,1530.516725853347,0.3637284382429546,0,293.8592113638426
406,Oakton VA USA,407,USA,USA,2020,38.896729,-77.29866437219505,0,"Madison, Wisconsin",43.074761,-89.3837613,2228.6378702316215,0.4559116879390885,0,427.89847108447134
407,Cambridge MA USA,408,USA,USA,2020,42.3750997,-71.1056157,0,"Madison, Wisconsin",43.074761,-89.3837613,2984.275149426529,0.5604216630173906,0,572.9808286898937
408,Cambridge MA USA,409,USA,USA,2020,42.3750997,-71.1056157,0,"Madison, Wisconsin",43.074761,-89.3837613,2984.275149426529,0.5604216630173906,0,572.9808286898937
409,Olympia Fields IL USA,410,USA,USA,2020,41.5164045,-87.70289568910843,0,"Madison, Wisconsin",43.074761,-89.3837613,443.3272450527868,0.2201707474572075,0,85.11883105013507
410,Unknown,411,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
411,Unknown,412,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
412,Unknown,413,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
413,Unknown,414,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
414,East Lansing MI USA,415,USA,USA,2020,42.735541600000005,-84.4852469,0,"Madison, Wisconsin",43.074761,-89.3837613,801.3937235997186,0.2674515551873657,0,153.86759493114596
415,Baltimore MD USA,416,USA,USA,2020,39.2847494,-76.62047463969989,0,"Madison, Wisconsin",43.074761,-89.3837613,2293.6142511822018,0.46449147956659,0,440.3739362269827
416,Los Angeles CA USA,417,USA,USA,2020,34.0536909,-118.2427666,0,"Madison, Wisconsin",43.074761,-89.3837613,5370.918233302182,0.9267287148178325,0,644.5101879962618
417,Pasadena CA USA,418,USA,USA,2020,34.14764520000001,-118.14447790000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5344.7305889170175,0.9231841942727576,0,641.3676706700421
418,Unknown,419,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
419,Miami FL USA,420,USA,USA,2020,25.7742658,-80.1936589,0,"Madison, Wisconsin",43.074761,-89.3837613,4194.142404711174,0.7530293327975945,0,503.2970885653409
420,Miami FL USA,421,USA,USA,2020,25.7742658,-80.1936589,0,"Madison, Wisconsin",43.074761,-89.3837613,4194.142404711174,0.7530293327975945,0,503.2970885653409
421,Washington DC USA,422,USA,USA,2020,38.8949855,-77.03657079999999,0,"Madison, Wisconsin",43.074761,-89.3837613,2268.7601181754035,0.4612096211564897,0,435.60194268967746
422,Watertown MA USA,423,USA,USA,2020,42.3709299,-71.1828321,0,"Madison, Wisconsin",43.074761,-89.3837613,2971.899680996034,0.5584515211473428,0,570.6047387512385
423,OXFORD  United Kingdom,424,United Kingdom,Europe,2020,51.7520131,-1.2578499,0,"Madison, Wisconsin",43.074761,-89.3837613,12577.261126008267,1.9480391938066823,0,1320.6124182308683
424,Pasadena CA USA,425,USA,USA,2020,34.14764520000001,-118.14447790000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5344.7305889170175,0.9231841942727576,0,641.3676706700421
425,Culver City CA USA,426,USA,USA,2020,34.021122399999996,-118.3964665,0,"Madison, Wisconsin",43.074761,-89.3837613,5399.0010768091715,0.9305310951551369,0,647.8801292171006
426,Portland OR USA,427,USA,USA,2020,45.5202471,-122.6741949,0,"Madison, Wisconsin",43.074761,-89.3837613,5288.399924404722,0.9155638854844765,0,634.6079909285666
427,Sacramento CA USA,428,USA,USA,2020,38.5815719,-121.49439960000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5460.443416633985,0.9388551546209931,0,655.2532099960782
428,Friday Harbor WA USA,429,USA,USA,2020,48.5342662,-123.01712420000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5307.600168913671,0.9181606310973038,0,636.9120202696405
429,Los Angeles CA USA,430,USA,USA,2020,34.0536909,-118.2427666,0,"Madison, Wisconsin",43.074761,-89.3837613,5370.918233302182,0.9267287148178325,0,644.5101879962618
430,Madison WI USA,431,USA,USA,2020,43.074760999999995,-89.3837613,1,"Madison, Wisconsin",43.074761,-89.3837613,7.073240881894094e-13,0.0,0,0.0
431,Unknown,432,Unknown,Unknown,2020,0.0,0.0,0,"Madison, Wisconsin",43.074761,-89.3837613,4610.041200729835,0.8071554210962464,1,553.2049440875802
432,Albion MI USA,433,USA,USA,2020,42.243097,-84.7530304,0,"Madison, Wisconsin",43.074761,-89.3837613,779.4792223633049,0.26455785979408025,0,149.66001069375454
433,Pawleys Island SC USA,434,USA,USA,2020,33.429348600000004,-79.1215912,0,"Madison, Wisconsin",43.074761,-89.3837613,2790.724933664781,0.5301323479730579,0,535.819187263638
434,Baltimore MD USA,435,USA,USA,2020,39.2847494,-76.62047463969989,0,"Madison, Wisconsin",43.074761,-89.3837613,2293.6142511822018,0.46449147956659,0,440.3739362269827
435,Provo UT USA,436,USA,USA,2020,40.233843799999995,-111.6585337,0,"Madison, Wisconsin",43.074761,-89.3837613,3743.285766977864,0.6812541475287611,0,718.7108672597499
436,Moraga CA USA,437,USA,USA,2020,37.834897,-122.12883000000001,0,"Madison, Wisconsin",43.074761,-89.3837613,5624.687864318778,0.9611392571364051,0,674.9625437182534
437,Berea KY USA,438,USA,USA,2020,37.568694,-84.29632240000001,0,"Madison, Wisconsin",43.074761,-89.3837613,1497.149226599055,0.3593224342989926,0,287.45265150701863
438,San Francisco CA USA,439,USA,USA,2020,37.779026200000004,-122.4199061,0,"Madison, Wisconsin",43.074761,-89.3837613,5676.70598860272,0.9682068038058993,0,681.2047186323264
439,San Francisco CA USA,440,USA,USA,2020,37.779026200000004,-122.4199061,0,"Madison, Wisconsin",43.074761,-89.3837613,5676.70598860272,0.9682068038058993,0,681.2047186323264
440,Terre Haute IN USA,441,USA,USA,2020,39.466702500000004,-87.4139119,0,"Madison, Wisconsin",43.074761,-89.3837613,867.2530949688828,0.27614794108635005,0,166.51259423402553
441,Princeton NJ USA,442,USA,USA,2020,40.3492744,-74.6592958,0,"Madison, Wisconsin",43.074761,-89.3837613,2514.8337475833187,0.4937023582781326,0,482.8480795359972
442,West Hills CA USA,443,USA,USA,2020,34.2032325,-118.645476,0,"Madison, Wisconsin",43.074761,-89.3837613,5418.178534794867,0.9331284965381772,0,650.181424175384
443,Red Lodge MT USA,444,USA,USA,2020,45.1857782,-109.2468193,0,"Madison, Wisconsin",43.074761,-89.3837613,3196.8229708549766,0.5942587144983488,0,613.7900104041555
444,Altadena CA USA,445,USA,USA,2020,34.1863161,-118.13523290000002,0,"Madison, Wisconsin",43.074761,-89.3837613,5338.921665358904,0.9223981151701589,0,640.6705998430685
445,Dearborn MI USA,446,USA,USA,2020,42.3222599,-83.1763145,0,"Madison, Wisconsin",43.074761,-89.3837613,1028.0141145100008,0.29737559380121187,0,197.37870998592018
446,Santa Cruz CA USA,447,USA,USA,2020,37.050096,-121.9905908,0,"Madison, Wisconsin",43.074761,-89.3837613,5670.785952290073,0.9674022257438403,0,680.4943142748087
447,Washington DC USA,448,USA,USA,2020,38.8949855,-77.03657079999999,0,"Madison, Wisconsin",43.074761,-89.3837613,2268.7601181754035,0.4612096211564897,0,435.60194268967746
448,Washington DC USA,449,USA,USA,2020,38.8949855,-77.03657079999999,0,"Madison, Wisconsin",43.074761,-89.3837613,2268.7601181754035,0.4612096211564897,0,435.60194268967746
449,Washington DC USA,450,USA,USA,2020,38.8949855,-77.03657079999999,0,"Madison, Wisconsin",43.074761,-89.3837613,2268.7601181754035,0.4612096211564897,0,435.60194268967746
450,Harrisonburg VA USA,451,USA,USA,2020,38.4493315,-78.8688833,0,"Madison, Wisconsin",43.074761,-89.3837613,2045.9502266036761,0.4317887390718813,0,392.8224435079058
451,Washington DC USA,452,USA,USA,2020,38.8949855,-77.03657079999999,0,"Madison, Wisconsin",43.074761,-89.3837613,2268.7601181754035,0.4612096211564897,0,435.60194268967746
452,Washington DC USA,453,USA,USA,2020,38.8949855,-77.03657079999999,0,"Madison, Wisconsin",43.074761,-89.3837613,2268.7601181754035,0.4612096211564897,0,435.60194268967746
